,Headline,Body ID,Stance
5392,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,903,unrelated
5393,"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",1125,unrelated
5394,Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2367,unrelated
5395,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,524,unrelated
5396,"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",1545,unrelated
5397,"US, UK eye rapper as British-born militant who beheaded journalist James Foley",592,unrelated
5398,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2130,unrelated
5399,REPORT: The Batmobile Might Have Been Stolen In Detroit,692,unrelated
5400,Christian Bale Drops Out of Steve Jobs Biopic,1296,unrelated
5401,Islamic State killer 'Jihadi John' named as Mohammed Emwazi,867,discuss
5402,Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,77,unrelated
5403,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2530,discuss
5404,"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",761,unrelated
5405,"US, UK eye rapper as British-born militant who beheaded journalist James Foley",616,discuss
5406,North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,2192,unrelated
5407,Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1808,unrelated
5408,Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),1476,discuss
5409,[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1210,unrelated
5410,It Begins: HazMat-Wearing Passenger Spotted At Airport,1926,unrelated
5411,Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1780,discuss
5412,Kim Jong-Un's sister reportedly running N. Korea,305,unrelated
5413,Nigerians doubtful of girls' release after Boko Haram 'truce' breached,459,unrelated
5414,Zack Snyder Responds to Fake Stolen Batmobile Report,734,unrelated
5415,Robot security guards now patrolling Microsoft's Silicon Valley campus,847,unrelated
5416,God is a woman- Priest who died for 48 minutes claims,887,unrelated
5417,Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,296,unrelated
5418,"Cook said to confirm Apple Watch is showerproof, lasts a day",1985,unrelated
5419,"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",1385,unrelated
5420,Video: Marine survives Taliban sniper headshot thanks to helmet,1734,agree
5421,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,2313,unrelated
5422,"Source: Pot in NYC may soon net just a ticket, not arrest",2372,discuss
5423,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,346,unrelated
5424,Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,15,unrelated
5425,SHOCKING: Indian Man's Penis Cut-off After He Was Caught Attempting Rape [Photos],2106,unrelated
5426,"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",2367,unrelated
5427,Newly Discovered Mass Grave Linked to Missing Mexican Students,295,unrelated
5428,"Luke Somers, American Hostage, Is Killed During Rescue Attempt in Yemen, U.S. Official Says",1844,discuss
5429,Saudi cleric issues fatwa on snowmen,732,agree
5430,Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1883,disagree
5431,REPORT: The Batmobile Might Have Been Stolen In Detroit,1673,unrelated
5432,Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1949,unrelated
5433,Jose Canseco Shot in the Hand During Accidental Shooting at Vegas Home,2266,unrelated
5434,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",2096,unrelated
5435,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,440,discuss
5436,"ISIS Claims Female American Hostage, Kayla Mueller, Killed in Airstrike",493,unrelated
5437,ISIS leader dead?,280,unrelated
5438,ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,11,unrelated
5439,ISIS leader dead?,1466,discuss
5440,Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,226,unrelated
5441,"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1637,unrelated
5442,Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),527,unrelated
5443,Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',567,discuss
5444,White House Fence Jumper Actually Made It Pretty Far Inside,1323,unrelated
5445,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1832,unrelated
5446,Rumors about Fidel Castro’s death again circulate on the Internet,47,unrelated
5447,"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1360,unrelated
5448,Jilted lover chops off his penis after girlfriend dumps him,1379,unrelated
5449,Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,550,discuss
5450,Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1539,unrelated
5451,Islamic State 'training pilots to fly fighter jets',1293,unrelated
5452,Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],490,agree
5453,Michael Brown shooting audio caught on tape?,1446,discuss
5454,Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,2526,unrelated
5455,"Tour, agent: Tiger Woods not banned",1718,agree
5456,Is Durex Planning To Release A Pumpkin Spice Condom?,703,unrelated
5457,Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,2045,unrelated
5458,Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,2272,unrelated
5459,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2450,discuss
5460,Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,2256,unrelated
5461,iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,562,unrelated
5462,U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,634,unrelated
5463,US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia,1746,unrelated
5464,Apple Watch reportedly has low-energy 'power reserve' mode,1223,unrelated
5465,Developer quits using the app he was hired to make—or did he?,22,unrelated
5466,[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,1531,unrelated
5467,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",2367,unrelated
5468,Weatherman caught peeing live on camera,1926,disagree
5469,ISIS Getting Ebola,2003,discuss
5470,Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,1588,unrelated
5471,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,167,unrelated
5472,Mexican investigators fear mass grave might hold 43 missing students,1912,discuss
5473,"PGA Tour Pro Claims Tiger Woods Is Currently Suspended For PEDs, Compares Him To Lance Armstrong",2330,discuss
5474,"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",529,unrelated
5475,The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,740,unrelated
5476,LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,529,unrelated
5477,Seth Rogen Is Woz,190,discuss
5478,Robert Plant ripped up $800M Led Zeppelin reunion contract,2431,unrelated
5479,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,798,discuss
5480,Iraqi airstrike kills key ISIL leader,2187,unrelated
5481,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,321,unrelated
5482,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1099,discuss
5483,WHO ‘probing’ whether ISIS fighters got Ebola,720,unrelated
5484,Monster catfish which looks big enough to swallow a man whole caught in Italy,2371,unrelated
5485,Boko Haram Denies Nigeria Cease-Fire Claim,244,unrelated
5486,"Bosnia: Seven underage girls return from five day school trip, pregnant",2230,unrelated
5487,"Wildest Apple Watch rumor yet: 100,000 apps at launch",1975,unrelated
5488,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1921,unrelated
5489,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",971,unrelated
5490,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1040,unrelated
5491,NBC weatherman caught urinating in the woods live on air,298,unrelated
5492,YPG Confirms: Gill Rosenberg Not Captured in Kobani,1628,unrelated
5493,Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,521,unrelated
5494,Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1658,unrelated
5495,Islamic State claims it executed American photojournalist James Foley,1206,discuss
5496,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",2138,agree
5497,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1068,discuss
5498,Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,1787,discuss
5499,Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,2412,discuss
5500,Scorned wife leaves love-rat husband and twin sister NAKED in car park,718,unrelated
5501,Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,2277,unrelated
5502,Pumpkin Spice condoms? Don't fall for this hoax.,1212,unrelated
5503,CNN Posts Alleged Audio of Michael Brown Shooting,1605,discuss
5504,Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,1651,unrelated
5505,Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,1540,unrelated
5506,BREAKING: ISIS Beheads American Journalist James Wright Foley,1658,agree
5507,Nigeria says it has deal with Boko Haram to release kidnapped girls,459,unrelated
5508,"Rats at Vogue's NYC offices - watch your step, Anna Wintour",961,unrelated
5509,That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,1831,unrelated
5510,Lebanon detains wife and son of Al-Baghdadi,1468,disagree
5511,Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,1565,unrelated
5512,A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,1422,unrelated
5513,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2530,discuss
5514,Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',220,unrelated
5515,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1807,discuss
5516,WHO says reports of suspected Ebola cases in Iraq are untrue,5,unrelated
5517,Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,574,unrelated
5518,Google Grows With $1.6 Billion in California Office Deals,993,unrelated
5519,Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,2408,discuss
5520,Alleged audio of Michael Brown shooting released,1950,unrelated
5521,James Foley remembered as 'brave and tireless' journalist,11,unrelated
5522,"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",521,unrelated
5523,"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",2344,unrelated
5524,Christian Bale Won't Play Steve Jobs After All,1217,discuss
5525,Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,339,unrelated
5526,Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,139,unrelated
5527,Apple may launch 12-inch MacBook Air with Retina Display,1634,unrelated
5528,BREAKING: ISIS Beheads American Journalist James Wright Foley,1679,discuss
5529,Canadian Soldier Shot At Ottawa War Memorial: Report,1817,unrelated
5530,World's oldest burger,1364,unrelated
5531,ISIS fighters ‘have contracted Ebola’,1438,unrelated
5532,Man Chops Off and Throws Away His Small Penis After Bad Breakup,1905,unrelated
5533,Report: Exec popped for $300k dinner after run at blackjack,2458,unrelated
5534,Vogue’s Rat Infestation: Disturbing New Details,1036,unrelated
5535,Tiger Woods Is Selling His Private Island For $7.1 Million,1802,unrelated
5536,"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",320,unrelated
5537,Russian Man Wakes Up to Find His Testicles Have Been Stolen,214,unrelated
5538,Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,195,unrelated
5539,NBC weatherman caught urinating in the woods live on air,2034,disagree
5540,Durex is not confirming or denying rumors of a “pumpkin spice” condom,2240,unrelated
5541,That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1439,unrelated
5542,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2047,discuss
5543,Pentagon: death of al Shabaab leader in U.S. strike would be major blow,941,unrelated
5544,Questions raised over Nicaragua 'meteorite',1795,unrelated
5545,"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",115,unrelated
5546,Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1478,agree
5547,"NYPD to stop arresting for low-level marijuana charges, will issue tickets instead: source",1718,unrelated
5548,ISIS Beheads American Journalist James Foley in Video Message to U.S.,1295,unrelated
5549,NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,1331,unrelated
5550,"Boko Haram denies cease-fire, leader says he married off kidnapped girls",2088,unrelated
5551,Son Pays Off His Parents’ Mortgage for Christmas,888,agree
5552,HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,720,unrelated
5553,WHO investigates media reports ISIS fighters contracted Ebola,1689,discuss
5554,Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1985,discuss
5555,"Pizza delivery man gets $2,000 tip",542,unrelated
5556,Mum Offers to Sell Twin Boy to Save Twin Girl,777,unrelated
5557,Now the Vogue Rats Are Chewing Through Couture,1045,agree
5558,Obama: murder of James Foley 'shocks the conscience of the entire world',1627,unrelated
5559,Questions raised over Nicaragua 'meteorite',1323,unrelated
5560,Amazon is opening its first physical store,986,unrelated
5561,'Jihadi John' named as Mohammed Emwazi from London,1933,unrelated
5562,Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1974,discuss
5563,Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1862,discuss
5564,Report: NYPD to stop arresting people for minor marijuana offenses,1383,unrelated
5565,This Kid Made $72 Million During Lunch,1164,unrelated
5566,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,1686,unrelated
5567,Former British Rapper Reportedly Under Investigation for James Foley Beheading,2327,discuss
5568,Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,2088,unrelated
5569,Journalist James Wright Foley reportedly beheaded by ISIS,2109,unrelated
5570,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2370,unrelated
5571,"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",126,unrelated
5572,Nun gives birth to surprise baby after complaining of stomach pains,1828,discuss
5573,Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1547,unrelated
5574,Unbearable! Carolling toy in Shefford 'gagged' by council,1968,unrelated
5575,ISIS cracks down on five confirmed Ebola cases among fighters: official,800,unrelated
5576,"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1212,unrelated
5577,Alleged audio of Michael Brown shooting released,2313,unrelated
5578,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",1943,unrelated
5579,New iOS 8 bug can delete all of your iCloud documents,2360,unrelated
5580,Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,1689,unrelated
5581,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2261,discuss
5582,Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1375,unrelated
5583,"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2477,discuss
5584,"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",1673,unrelated
5585,Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1708,unrelated
5586,ISIS Appears To Behead American Photojournalist In YouTube Video,1549,unrelated
5587,Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,676,unrelated
5588,Libya: Missing Libya Planes Spark Security Concerns,2448,discuss
5589,Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1019,discuss
5590,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,632,discuss
5591,Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,1461,unrelated
5592,ISIS Militants Allegedly Contracted Ebola,139,unrelated
5593,Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,1971,unrelated
5594,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2144,discuss
5595,The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,299,discuss
5596,Has a woman aborted her baby because it's a boy?,447,discuss
5597,Two blokes dared to eat 20-year-old burger for charity,2078,unrelated
5598,Strange mark turns out to be tropical spider burrowing under vacationer's skin,2338,discuss
5599,[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,2042,unrelated
5600,New Audio Recording From Ferguson May Capture Michael Brown Shooting,1426,discuss
5601,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,882,unrelated
5602,Report: Apple Watch Will Need Charging Every Day,324,unrelated
5603,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,195,unrelated
5604,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,958,unrelated
5605,Isis militants claim to have killed US journalist James Foley,826,unrelated
5606,ISIL Beheads American Photojournalist in Iraq,1206,agree
5607,U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,646,unrelated
5608,ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2404,unrelated
5609,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),391,unrelated
5610,Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,1364,unrelated
5611,Is Kim Jong-Un Really Opening a Restaurant in Scotland?,2398,unrelated
5612,Purported ISIS claim: Jordan airstrike kills female US hostage,2260,unrelated
5613,Iraqi media says ISIS militants have contracted Ebola,2138,discuss
5614,ISIL allegedly kills US journalist in video,2287,unrelated
5615,Report: Christian Bale Drops Out Of Steve Jobs Biopic,35,unrelated
5616,"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",220,unrelated
5617,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,385,unrelated
5618,"'Star Wars VII' News, Update: JJ Abrams Pushing for Summer Release?",748,unrelated
5619,Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1291,unrelated
5620,Watch: US marine survives Taliban sniper headshot in Afghanistan,2267,agree
5621,Mohammed Islam Denies Making $72 Million From Stock Market Trading,2052,agree
5622,Seven girls as young as 13 become pregnant on a school trip,1103,discuss
5623,GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,190,unrelated
5624,Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2471,discuss
5625,Jihadi John ‘identified as British man from West London’,2202,discuss
5626,Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1120,discuss
5627,"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1385,unrelated
5628,"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",2511,discuss
5629,Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2296,unrelated
5630,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1385,unrelated
5631,Texas Truck Winds Up in Syria With Islamic Militants,2242,agree
5632,Is Kim Jong-Un Really Opening a Restaurant in Scotland?,2418,discuss
5633,CBS News Names Canadian Parliament Shooting Suspect,1380,discuss
5634,"Dead for 48 minutes, Catholic Priest claims God is female",1227,disagree
5635,James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,1303,unrelated
5636,Cloistered nun has a stomach ache  hospital gives birth to a baby [Google Translate],2388,unrelated
5637,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",992,unrelated
5638,Rumor Fatigue Sets In at False Alarms of Castro’s Death,1439,unrelated
5639,Islamic State fighters detonate 'SCORPION bombs' in terror siege,48,unrelated
5640,Christian Bale in Talks to Play Steve Jobs (Exclusive),1368,unrelated
5641,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1627,unrelated
5642,Sugarhill Gang's Big Bank Hank Dead At 57,1107,unrelated
5643,Kim Jong-Un 'bans the name Kim Jong-un',2070,unrelated
5644,Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1787,unrelated
5645,WTC rats scare off Anna Wintour,1642,unrelated
5646,ISIS leader dead?,1939,unrelated
5647,Small red book among finds in 113-year-old Boston time capsule,48,unrelated
5648,Jilted lover spends a week in KFC to try and get over her ex,2043,agree
5649,CNN Plays Alleged Recording of Michael Brown Shooting,2248,unrelated
5650,Nun 'has surprise baby' after complaining of stomach pains,2009,unrelated
5651,Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,181,unrelated
5652,Purported ISIS claim: Jordan airstrike kills female US hostage,663,unrelated
5653,Hospital: Man not being treated for Ebola in Kansas City,1519,unrelated
5654,ISIS Militant “Jihadi John” Identified As Young West Londoner,2202,discuss
5655,ISIS Video Purports To Show Beheading Of British Aid Worker,1301,unrelated
5656,Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,559,unrelated
5657,"Why the Gold Apple Watch Edition Must Cost $10,000",816,unrelated
5658,Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,533,unrelated
5659,'Sex attacker' has penis cut off with a cleaver in India,2196,unrelated
5660,Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2252,unrelated
5661,"Fidel Castro Is Dead, According to Viral Twitter Rumors",34,unrelated
5662,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1252,discuss
5663,Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),1256,unrelated
5664,Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',26,unrelated
5665,Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1465,unrelated
5666,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,472,unrelated
5667,"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2403,unrelated
5668,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2127,unrelated
5669,"No, Robert Plant Didn’t Rip Up an $800 Million Contract",61,unrelated
5670,"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",1480,discuss
5671,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,737,unrelated
5672,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1880,agree
5673,Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,1020,unrelated
5674,"North Korean leader Kim Jong Un had ankle surgery, report says",1646,unrelated
5675,Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1896,discuss
5676,Chugging eggnog at office party lands man in hospital,649,unrelated
5677,Insurgents killed in Nigeria despite alleged truce with Boko Haram,125,unrelated
5678,20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,1586,discuss
5679,High School Student Rumored to Have Made $72 Million Trading Stocks,405,unrelated
5680,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1034,unrelated
5681,McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,527,unrelated
5682,Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,2138,agree
5683,Government employee fired after skipping work for 24 years,1844,unrelated
5684,Michael Phelps’ alleged girlfriend says she was born intersex,1847,agree
5685,Vigilantes cut off alleged rapist's penis,2115,agree
5686,Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1826,unrelated
5687,Saddam Hussein’s pilots training Islamic State group,1115,discuss
5688,Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,2192,unrelated
5689,"Rats at Vogue's NYC offices - watch your step, Anna Wintour",2498,agree
5690,Catholic Priest Claims God Is Female After Clinically Dead Experience,2296,unrelated
5691,"Kevin Vickers, Sergeant-At-Arms, Shoots a Shooting Suspect in Ottawa; Called a ‘Hero’",2521,unrelated
5692,What One Homeless Man Does with $100 Will Astonish You (VIDEO),1934,unrelated
5693,New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2397,discuss
5694,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,205,unrelated
5695,Now the Vogue Rats Are Chewing Through Couture,1737,unrelated
5696,A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,467,unrelated
5697,Isis militants claim to have killed US journalist James Foley,1948,discuss
5698,"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",1789,unrelated
5699,"Boko Haram agrees to ceasefire, release of school girls",1439,unrelated
5700,What Glenn Beck Fears May Be Done With the 11 Missing Jets,1699,unrelated
5701,GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,239,unrelated
5702,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1744,discuss
5703,"Jihadi John named as Mohammed Emwazi, from west London",1681,unrelated
5704,Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,1143,unrelated
5705,Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1948,unrelated
5706,Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1926,discuss
5707,"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2404,unrelated
5708,An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1252,unrelated
5709,"Bosnia: Seven underage girls return from five day school trip, pregnant",2125,disagree
5710,US confirms death of Somalia terror group leader,220,unrelated
5711,Audio of gunfire in Michael Brown case authenticated by app company,2044,unrelated
5712,Apple scrapped advanced Apple Watch health monitoring features due to reliability issues,2379,unrelated
5713,Catholic Priest Claims God Is Female After Clinically Dead Experience,1213,unrelated
5714,"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2296,unrelated
5715,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,570,unrelated
5716,"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",2483,unrelated
5717,Rodney Constantine keeps Facebook promise and turns himself in to police,571,unrelated
5718,GCPD Solved Stolen Batmobile Case?,621,unrelated
5719,David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',1178,unrelated
5720,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",267,unrelated
5721,White House fence-jumper made it far deeper into building than previously known,81,unrelated
5722,A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,1726,unrelated
